location,Date,city,country,Lat,Long
London,,London,,"[51.383199000942604, 0.08848345437786789]",
London,,London,,"[51.472248841575976, 0.14346672398991347]",
London,,London,,"[51.44315548680068, -0.05859679183425116]",
London,,London,,"[51.42688935806267, -0.25516198069718726]",
London,,London,,"[51.45428160624745, -0.38987099124663693]",
London,,London,,"[51.51414488453722, -0.1960549658642852]",
London,,London,,"[51.53123424591079, -0.3623793564406142]",
London,,London,,"[51.56454005661811, -0.010486430923746237]",
London,,London,,"[51.56539373118357, 0.1750821040168127]",
London,,London,,"[51.61697246915159, -0.24966365373599866]",
London,,London,,"[51.65277164862744, -0.09296133534175467]",
Surrey Hertlands,,Surrey Hertlands,,"[51.170461685811595, -0.009933907542738487]",
Surrey Hertlands,,Surrey Hertlands,,"[51.283981715157424, -0.027803470166636316]",
Surrey Hertlands,,Surrey Hertlands,,"[51.18079326064007, -0.17900746159967176]",
Surrey Hertlands,,Surrey Hertlands,,"[51.25476847920719, -0.17763287985935963]",
Surrey Hertlands,,Surrey Hertlands,,"[51.14462261949099, -0.42230842963282056]",
Surrey Hertlands,,Surrey Hertlands,,"[51.250470848653656, -0.3260877078118108]",
Surrey Hertlands,,Surrey Hertlands,,"[51.32605047945693, -0.24773654861467878]",
Surrey Hertlands,,Surrey Hertlands,,"[51.38620111213717, -0.37885189043083584]",
Surrey Hertlands,,Surrey Hertlands,,"[51.05187451127667, -0.7207599085808215]",
Surrey Hertlands,,Surrey Hertlands,,"[51.13036577674854, -0.6204154415388953]",
Surrey Hertlands,,Surrey Hertlands,,"[51.19409565184624, -0.78399066863464]",
Surrey Hertlands,,Surrey Hertlands,,"[51.22240913033216, -0.6292877609303483]",
Surrey Hertlands,,Surrey Hertlands,,"[51.32035506933397, -0.6059198713452421]",
Surrey Hertlands,,Surrey Hertlands,,"[51.37610800512791, -0.5481874382526121]",
Coventry,,Coventry,,"[52.05226494633864, -1.5480925397477743]",
Coventry,,Coventry,,"[52.139393146097156, -1.5336827484769056]",
Coventry,,Coventry,,"[52.15670644511073, -1.6793884129487324]",
Coventry,,Coventry,,"[52.19207819775761, -1.8525857122265823]",
Coventry,,Coventry,,"[52.225739436375264, -1.3934754109662673]",
Coventry,,Coventry,,"[52.254331440037205, -1.7041308842741512]",
Coventry,,Coventry,,"[52.33328408251156, -1.8360907313429764]",
Coventry,,Coventry,,"[52.3164974333222, -1.57492020068591]",
Coventry,,Coventry,,"[52.350064363076775, -1.3577362857184716]",
Coventry,,Coventry,,"[52.46871710942638, -1.3824787570438704]",
Stafford,,Stafford,,"[52.537264866853576, -2.2189641414023575]",
Stafford,,Stafford,,"[52.62116997391775, -1.7818471479868572]",
Stafford,,Stafford,,"[52.716108696131144, -1.691124753127036]",
Stafford,,Stafford,,"[52.72941692572884, -1.8313320906376742]",
Stafford,,Stafford,,"[52.69114481875123, -2.111746765658931]",
Stafford,,Stafford,,"[52.832418059201636, -1.641639810476219]",
Stafford,,Stafford,,"[52.86725028661033, -1.9055595046138896]",
Stafford,,Stafford,,"[52.79423640304918, -2.3124356997427835]",
Stafford,,Stafford,,"[52.9569913738284, -2.281445190614409]",
Stafford,,Stafford,,"[52.97022599133112, -2.072508766088763]",
Stafford,,Stafford,,"[53.02477597201057, -1.9103081207333308]",
Stafford,,Stafford,,"[53.079257056682565, -2.0890037469723692]",
Stafford,,Stafford,,"[53.16002619363973, -1.9268031016169367]",
Birmingham,,Birmingham,,"[52.407714699938836, -1.508062678706652]",
Birmingham,,Birmingham,,"[52.39887925024415, -1.664170221426944]",
Birmingham,,Birmingham,,"[52.39887925024415, -1.7975046502360814]",
Birmingham,,Birmingham,,"[52.476737773794724, -1.761765524988266]",
Birmingham,,Birmingham,,"[52.42149751090704, -1.929464497304907]",
Birmingham,,Birmingham,,"[52.49429969427882, -1.8909762085765072]",
Birmingham,,Birmingham,,"[52.56531205011804, -1.837367520704794]",
Birmingham,,Birmingham,,"[52.46000561605256, -2.0902905609200477]",
Birmingham,,Birmingham,,"[52.5319087741436, -2.0284343826065414]",
Birmingham,,Birmingham,,"[52.60703039962888, -1.9239661703436985]",
Birmingham,,Birmingham,,"[52.592016368357484, -2.138400921830552]",
Manchester,,Manchester,,"[53.53433702351188, -1.9631277222075407]",
Manchester,,Manchester,,"[53.38954806261009, -2.0643908071099464]",
Manchester,,Manchester,,"[53.45011029011774, -2.07951120625324]",
Manchester,,Manchester,,"[53.54895196564808, -2.1097520045398466]",
Manchester,,Manchester,,"[53.6410506773226, -2.1289961489040565]",
Manchester,,Manchester,,"[53.387910048356304, -2.245835596829589]",
Manchester,,Manchester,,"[53.493432939628946, -2.2210931255041904]",
Manchester,,Manchester,,"[53.587282895950565, -2.2320897794265875]",
Manchester,,Manchester,,"[53.423931804022224, -2.39429042478202]",
Manchester,,Manchester,,"[53.51956860359803, -2.3571767177939122]",
Manchester,,Manchester,,"[53.59950885924955, -2.4300295500298357]",
Manchester,,Manchester,,"[53.48541079132208, -2.541164343818154]",
Manchester,,Manchester,,"[53.55889018336108, -2.6401342291197887]",
